condition,set,model,reasoning,seed,agent,category,product_order,option_1_title,option_1_value,option_2_title,option_2_value,target_product,selected_product,target_product_selected,source_file
no_nudge,set_b,gpt-5,high,122998995,gpt-5-reasoning-high-seed-122998995,Bread,5,Crusty Bread,2.0,Mixed Bread,1.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,122998995,gpt-5-reasoning-high-seed-122998995,Coffee,6,Robusta Coffee Beans,1.0,Arabica Coffee Beans,2.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,12327653,gpt-5-reasoning-high-seed-12327653,Milk,1,Farmer Milk,1.0,Land Milk,2.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,12327653,gpt-5-reasoning-high-seed-12327653,Bread,2,Crusty Bread,2.0,Mixed Bread,1.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,12327653,gpt-5-reasoning-high-seed-12327653,Noodles,3,Fusilli Noodles,2.0,Rotini Noodles,1.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,12327653,gpt-5-reasoning-high-seed-12327653,Coffee,4,Robusta Coffee Beans,1.0,Arabica Coffee Beans,2.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,12327653,gpt-5-reasoning-high-seed-12327653,Tomatoes,5,Dorenia Tomatoes,1.0,Angora Tomatoes,2.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,12327653,gpt-5-reasoning-high-seed-12327653,Bananas,6,Dwarf Cavendish Bananas,2.0,Grand Nain Bananas,1.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,148532578,gpt-5-reasoning-high-seed-148532578,Bread,1,Mixed Bread,1.0,Crusty Bread,2.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,148532578,gpt-5-reasoning-high-seed-148532578,Bananas,2,Dwarf Cavendish Bananas,2.0,Grand Nain Bananas,1.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,148532578,gpt-5-reasoning-high-seed-148532578,Noodles,3,Rotini Noodles,1.0,Fusilli Noodles,2.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,148532578,gpt-5-reasoning-high-seed-148532578,Milk,4,Land Milk,2.0,Farmer Milk,1.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,148532578,gpt-5-reasoning-high-seed-148532578,Tomatoes,5,Angora Tomatoes,2.0,Dorenia Tomatoes,1.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,148532578,gpt-5-reasoning-high-seed-148532578,Coffee,6,Arabica Coffee Beans,2.0,Robusta Coffee Beans,1.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,149926920,gpt-5-reasoning-high-seed-149926920,Bread,1,Mixed Bread,1.0,Crusty Bread,2.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,149926920,gpt-5-reasoning-high-seed-149926920,Coffee,2,Arabica Coffee Beans,2.0,Robusta Coffee Beans,1.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,149926920,gpt-5-reasoning-high-seed-149926920,Milk,3,Farmer Milk,1.0,Land Milk,2.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,149926920,gpt-5-reasoning-high-seed-149926920,Bananas,4,Grand Nain Bananas,1.0,Dwarf Cavendish Bananas,2.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,149926920,gpt-5-reasoning-high-seed-149926920,Tomatoes,5,Angora Tomatoes,2.0,Dorenia Tomatoes,1.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,149926920,gpt-5-reasoning-high-seed-149926920,Noodles,6,Rotini Noodles,1.0,Fusilli Noodles,2.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,164112120,gpt-5-reasoning-high-seed-164112120,Milk,1,Land Milk,2.0,Farmer Milk,1.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,164112120,gpt-5-reasoning-high-seed-164112120,Coffee,2,Arabica Coffee Beans,2.0,Robusta Coffee Beans,1.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,164112120,gpt-5-reasoning-high-seed-164112120,Bread,3,Mixed Bread,1.0,Crusty Bread,2.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,164112120,gpt-5-reasoning-high-seed-164112120,Tomatoes,4,Dorenia Tomatoes,1.0,Angora Tomatoes,2.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,164112120,gpt-5-reasoning-high-seed-164112120,Noodles,5,Fusilli Noodles,2.0,Rotini Noodles,1.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,164112120,gpt-5-reasoning-high-seed-164112120,Bananas,6,Dwarf Cavendish Bananas,2.0,Grand Nain Bananas,1.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,171779361,gpt-5-reasoning-high-seed-171779361,Milk,1,Farmer Milk,1.0,Land Milk,2.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,171779361,gpt-5-reasoning-high-seed-171779361,Tomatoes,2,Angora Tomatoes,2.0,Dorenia Tomatoes,1.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,171779361,gpt-5-reasoning-high-seed-171779361,Coffee,3,Arabica Coffee Beans,2.0,Robusta Coffee Beans,1.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,171779361,gpt-5-reasoning-high-seed-171779361,Bread,4,Crusty Bread,2.0,Mixed Bread,1.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,171779361,gpt-5-reasoning-high-seed-171779361,Bananas,5,Grand Nain Bananas,1.0,Dwarf Cavendish Bananas,2.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,171779361,gpt-5-reasoning-high-seed-171779361,Noodles,6,Fusilli Noodles,2.0,Rotini Noodles,1.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,235493871,gpt-5-reasoning-high-seed-235493871,Milk,1,Farmer Milk,1.0,Land Milk,2.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,235493871,gpt-5-reasoning-high-seed-235493871,Noodles,2,Rotini Noodles,1.0,Fusilli Noodles,2.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,235493871,gpt-5-reasoning-high-seed-235493871,Coffee,3,Arabica Coffee Beans,2.0,Robusta Coffee Beans,1.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,235493871,gpt-5-reasoning-high-seed-235493871,Tomatoes,4,Angora Tomatoes,2.0,Dorenia Tomatoes,1.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,235493871,gpt-5-reasoning-high-seed-235493871,Bananas,5,Dwarf Cavendish Bananas,2.0,Grand Nain Bananas,1.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,235493871,gpt-5-reasoning-high-seed-235493871,Bread,6,Crusty Bread,2.0,Mixed Bread,1.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,264814271,gpt-5-reasoning-high-seed-264814271,Bread,1,Crusty Bread,2.0,Mixed Bread,1.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,264814271,gpt-5-reasoning-high-seed-264814271,Milk,2,Farmer Milk,1.0,Land Milk,2.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,264814271,gpt-5-reasoning-high-seed-264814271,Tomatoes,3,Angora Tomatoes,2.0,Dorenia Tomatoes,1.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,264814271,gpt-5-reasoning-high-seed-264814271,Coffee,4,Arabica Coffee Beans,2.0,Robusta Coffee Beans,1.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,264814271,gpt-5-reasoning-high-seed-264814271,Noodles,5,Rotini Noodles,1.0,Fusilli Noodles,2.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,264814271,gpt-5-reasoning-high-seed-264814271,Bananas,6,Grand Nain Bananas,1.0,Dwarf Cavendish Bananas,2.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,269953852,gpt-5-reasoning-high-seed-269953852,Milk,1,Land Milk,2.0,Farmer Milk,1.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,269953852,gpt-5-reasoning-high-seed-269953852,Tomatoes,2,Angora Tomatoes,2.0,Dorenia Tomatoes,1.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,269953852,gpt-5-reasoning-high-seed-269953852,Coffee,3,Arabica Coffee Beans,2.0,Robusta Coffee Beans,1.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,269953852,gpt-5-reasoning-high-seed-269953852,Bread,4,Mixed Bread,1.0,Crusty Bread,2.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,269953852,gpt-5-reasoning-high-seed-269953852,Noodles,5,Rotini Noodles,1.0,Fusilli Noodles,2.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,269953852,gpt-5-reasoning-high-seed-269953852,Bananas,6,Grand Nain Bananas,1.0,Dwarf Cavendish Bananas,2.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,282116656,gpt-5-reasoning-high-seed-282116656,Milk,1,Land Milk,2.0,Farmer Milk,1.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,282116656,gpt-5-reasoning-high-seed-282116656,Tomatoes,2,Angora Tomatoes,2.0,Dorenia Tomatoes,1.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,282116656,gpt-5-reasoning-high-seed-282116656,Bananas,3,Grand Nain Bananas,1.0,Dwarf Cavendish Bananas,2.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,282116656,gpt-5-reasoning-high-seed-282116656,Coffee,4,Arabica Coffee Beans,2.0,Robusta Coffee Beans,1.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,282116656,gpt-5-reasoning-high-seed-282116656,Bread,5,Mixed Bread,1.0,Crusty Bread,2.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,282116656,gpt-5-reasoning-high-seed-282116656,Noodles,6,Rotini Noodles,1.0,Fusilli Noodles,2.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,284412920,gpt-5-reasoning-high-seed-284412920,Milk,1,Land Milk,2.0,Farmer Milk,1.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,284412920,gpt-5-reasoning-high-seed-284412920,Bananas,2,Grand Nain Bananas,1.0,Dwarf Cavendish Bananas,2.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,284412920,gpt-5-reasoning-high-seed-284412920,Noodles,3,Rotini Noodles,1.0,Fusilli Noodles,2.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,284412920,gpt-5-reasoning-high-seed-284412920,Coffee,4,Robusta Coffee Beans,1.0,Arabica Coffee Beans,2.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,284412920,gpt-5-reasoning-high-seed-284412920,Bread,5,Crusty Bread,2.0,Mixed Bread,1.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,284412920,gpt-5-reasoning-high-seed-284412920,Tomatoes,6,Dorenia Tomatoes,1.0,Angora Tomatoes,2.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,286501363,gpt-5-reasoning-high-seed-286501363,Bananas,1,Dwarf Cavendish Bananas,2.0,Grand Nain Bananas,1.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,286501363,gpt-5-reasoning-high-seed-286501363,Milk,2,Farmer Milk,1.0,Land Milk,2.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,286501363,gpt-5-reasoning-high-seed-286501363,Tomatoes,3,Angora Tomatoes,2.0,Dorenia Tomatoes,1.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,286501363,gpt-5-reasoning-high-seed-286501363,Noodles,4,Fusilli Noodles,2.0,Rotini Noodles,1.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,286501363,gpt-5-reasoning-high-seed-286501363,Bread,5,Crusty Bread,2.0,Mixed Bread,1.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,286501363,gpt-5-reasoning-high-seed-286501363,Coffee,6,Arabica Coffee Beans,2.0,Robusta Coffee Beans,1.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,388690726,gpt-5-reasoning-high-seed-388690726,Noodles,1,Rotini Noodles,1.0,Fusilli Noodles,2.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,388690726,gpt-5-reasoning-high-seed-388690726,Tomatoes,2,Dorenia Tomatoes,1.0,Angora Tomatoes,2.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,388690726,gpt-5-reasoning-high-seed-388690726,Milk,3,Farmer Milk,1.0,Land Milk,2.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,388690726,gpt-5-reasoning-high-seed-388690726,Bananas,4,Grand Nain Bananas,1.0,Dwarf Cavendish Bananas,2.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,388690726,gpt-5-reasoning-high-seed-388690726,Bread,5,Crusty Bread,2.0,Mixed Bread,1.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,388690726,gpt-5-reasoning-high-seed-388690726,Coffee,6,Robusta Coffee Beans,1.0,Arabica Coffee Beans,2.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,409760585,gpt-5-reasoning-high-seed-409760585,Bread,1,Crusty Bread,2.0,Mixed Bread,1.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,409760585,gpt-5-reasoning-high-seed-409760585,Tomatoes,2,Angora Tomatoes,2.0,Dorenia Tomatoes,1.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,409760585,gpt-5-reasoning-high-seed-409760585,Bananas,3,Dwarf Cavendish Bananas,2.0,Grand Nain Bananas,1.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,409760585,gpt-5-reasoning-high-seed-409760585,Milk,4,Land Milk,2.0,Farmer Milk,1.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,409760585,gpt-5-reasoning-high-seed-409760585,Coffee,5,Arabica Coffee Beans,2.0,Robusta Coffee Beans,1.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,409760585,gpt-5-reasoning-high-seed-409760585,Noodles,6,Rotini Noodles,1.0,Fusilli Noodles,2.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,413140754,gpt-5-reasoning-high-seed-413140754,Milk,1,Farmer Milk,1.0,Land Milk,2.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,413140754,gpt-5-reasoning-high-seed-413140754,Bananas,2,Dwarf Cavendish Bananas,2.0,Grand Nain Bananas,1.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,413140754,gpt-5-reasoning-high-seed-413140754,Bread,3,Crusty Bread,2.0,Mixed Bread,1.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,413140754,gpt-5-reasoning-high-seed-413140754,Noodles,4,Fusilli Noodles,2.0,Rotini Noodles,1.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,413140754,gpt-5-reasoning-high-seed-413140754,Tomatoes,5,Dorenia Tomatoes,1.0,Angora Tomatoes,2.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,413140754,gpt-5-reasoning-high-seed-413140754,Coffee,6,Robusta Coffee Beans,1.0,Arabica Coffee Beans,2.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,428853030,gpt-5-reasoning-high-seed-428853030,Milk,1,Land Milk,2.0,Farmer Milk,1.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,428853030,gpt-5-reasoning-high-seed-428853030,Bread,2,Crusty Bread,2.0,Mixed Bread,1.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,428853030,gpt-5-reasoning-high-seed-428853030,Tomatoes,3,Dorenia Tomatoes,1.0,Angora Tomatoes,2.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,428853030,gpt-5-reasoning-high-seed-428853030,Coffee,4,Robusta Coffee Beans,1.0,Arabica Coffee Beans,2.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,428853030,gpt-5-reasoning-high-seed-428853030,Noodles,5,Fusilli Noodles,2.0,Rotini Noodles,1.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,428853030,gpt-5-reasoning-high-seed-428853030,Bananas,6,Dwarf Cavendish Bananas,2.0,Grand Nain Bananas,1.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,453290811,gpt-5-reasoning-high-seed-453290811,Bananas,1,Grand Nain Bananas,1.0,Dwarf Cavendish Bananas,2.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,453290811,gpt-5-reasoning-high-seed-453290811,Coffee,2,Arabica Coffee Beans,2.0,Robusta Coffee Beans,1.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,453290811,gpt-5-reasoning-high-seed-453290811,Bread,3,Mixed Bread,1.0,Crusty Bread,2.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,453290811,gpt-5-reasoning-high-seed-453290811,Tomatoes,4,Dorenia Tomatoes,1.0,Angora Tomatoes,2.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,453290811,gpt-5-reasoning-high-seed-453290811,Noodles,5,Rotini Noodles,1.0,Fusilli Noodles,2.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,453290811,gpt-5-reasoning-high-seed-453290811,Milk,6,Farmer Milk,1.0,Land Milk,2.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,460027314,gpt-5-reasoning-high-seed-460027314,Bananas,1,Grand Nain Bananas,1.0,Dwarf Cavendish Bananas,2.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,460027314,gpt-5-reasoning-high-seed-460027314,Bread,2,Mixed Bread,1.0,Crusty Bread,2.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,460027314,gpt-5-reasoning-high-seed-460027314,Coffee,3,Robusta Coffee Beans,1.0,Arabica Coffee Beans,2.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,460027314,gpt-5-reasoning-high-seed-460027314,Tomatoes,4,Angora Tomatoes,2.0,Dorenia Tomatoes,1.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,460027314,gpt-5-reasoning-high-seed-460027314,Milk,5,Farmer Milk,1.0,Land Milk,2.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,460027314,gpt-5-reasoning-high-seed-460027314,Noodles,6,Fusilli Noodles,2.0,Rotini Noodles,1.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,502564737,gpt-5-reasoning-high-seed-502564737,Tomatoes,1,Angora Tomatoes,2.0,Dorenia Tomatoes,1.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,502564737,gpt-5-reasoning-high-seed-502564737,Noodles,2,Rotini Noodles,1.0,Fusilli Noodles,2.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,502564737,gpt-5-reasoning-high-seed-502564737,Bread,3,Crusty Bread,2.0,Mixed Bread,1.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,502564737,gpt-5-reasoning-high-seed-502564737,Milk,4,Farmer Milk,1.0,Land Milk,2.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,502564737,gpt-5-reasoning-high-seed-502564737,Coffee,5,Robusta Coffee Beans,1.0,Arabica Coffee Beans,2.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,502564737,gpt-5-reasoning-high-seed-502564737,Bananas,6,Dwarf Cavendish Bananas,2.0,Grand Nain Bananas,1.0,2,1.0,0,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
no_nudge,set_b,gpt-5,high,50590822,gpt-5-reasoning-high-seed-50590822,Noodles,1,Fusilli Noodles,2.0,Rotini Noodles,1.0,2,2.0,1,selections_no_nudge_set_b_gpt-5_reasoning-high.csv
